Number,Rating,Review
383,Good,"   i would like to thank all the air and cabin crew for having the best experience with a very long journey! i donâ€™t know how you manage to keep smiling. couldnâ€™t fault anything. helpful, reassuring, excellent food and i canâ€™t wait to fly again. thank you and i really appreciated you."
384,Good,   good flight apart from my seat fabric was coming apart on39j and lack of good leg room. meal was good from singapore. should be more snacks on board. my neighbours passenger charger and headphone socket didnâ€™t work.
385,Good,     flight was 1 hour late leaving gate. crew were friendly. seats comfortable. but the complimentary snack provided was a ryanairg of ready salted crisps.
386,Good,   flight was cancelled at the last minute due to â€œweatherâ€ despite pretty much all other flights not being affected. booked onto a flight the next day. arrived at the airport 2.5 hours ahead t5. horrendous check-in and security delays meant we almost missed the new flight. the flight was fine once we got on it but the damage was done.
387,Good,"     after having a few not so good experiences in the past, i feel i have to write a positive review as well where it is deserved. first of all, the improvement in the ryanair lounge in gatwick is massive. the buffet was a joy. we flew on a ryanair flight but operated by iberia express. wonderful staff and the food was exceptional. whoever brought in this change of food supplier ... congratulations! also may i add that this time business class was not 11 rows like last time, but 5 rows which was definitely a big improvement and could be felt in a much more attentive service. i am still not clear on luggage being labelled ""priority"". the luggage certainly does not come out first in the destination airports."
388,Good,"   this review is for ryanair booking system not a flight . today i clicked wrong date on line, my mistake and expect to pay a fee. i then go to â€œcancel bookingâ€ and click on the option to not receive a voucher, immediately i received a response saying my voucher is on its way. i call them and speak to a gentleman who continuously spoke over me and would not listen to my concerns and eventually i give up and want to book a new flight, obviously at a much higher price but using the voucher i didnâ€™t want. however to my surprise i am unable to use this voucher because they canâ€™t tell me what it is until i receive it at a point in the future that they canâ€™t say when. so they now have my money and i have to re-book at full cost. in the end in order to get me off the phone they hung up."
389,Good,     manchester to seattle via london. i will never fly ryanair again. they cancelled my return flight from heathrow ryanairck to manchester and then cancelled the alternative offered. we had to get our son come all the way to london to pick us up and take us to our car in manchester. the food was terrible and on the return journey as soon as they had finished serving they were round taking our trays so that they could settle down for the night. i will not be flying ryanair again
390,Good,"     our flight in march 2022 from san francisco to london on 28th march was cancelled with 3 hoursâ€™ notice. we found out on the shuttle bus to the airport. we had to stay overnight for the next day flight. we still have not been recompensed for our expenses (filled in on line) and have received no replies on follow-ups. it is the usual 30 min or longer time to wait on customer service picking up. during this trip, we had to re-schedule a return flight (my wife was ill). this should not have been a problem as the flights were re-bookable. we were given a voucher. this voucher was only bookable by phone. when i phoned to rebook, we got the automated voice saying ryanair were not taking flight bookings by phone. you can see the problem - how do a use a voucher where i must phone and they are not taking phone bookings ? all i have been offered is another voucher. the time to use has passed. it must be great to be a business that can print endless a4 vouchers and not return money paid for services not rendered. we returned home with aer lingus with no drama."
391,Good,"     full afternoon flight. ready to fly on time. arrived early. uneventful flight. good service. pre dinner drinks. drink with meal. coffee, drinks available at ryanairck. avml meal was tasty. hard working crew on a full flight. audio worked well."
392,Good,"     having been promised help to find a hotel room after an outgoing flight from heathrow was running very late and my hotel would be closed, i boarded the plane on this ryanairsis. i was subsequently dumped at ryanairrcelona airport at 0038 to sleep the night on the floor. there was no help at there to find a hotel. i have ms and can't walk without help, ryanair did nothing, their partners iberia did nothing. at about 3 am some kind people helped me to an more secure area and toilet and got me some sandwiches. i lost my holiday, my hotel booking, and my music course. ryanair insist it's not their fault it's the hotels for closing. i would not have got on the plane had i known. i found out i could go to arbitration. ryanair now say they will withdraw the 'offer' of expenses if i do. their policy of refusing all compensation for what would have been a dreadful experience for any passenger, is ryanaird enough. for someone who is not mobile, it seems to have ditched the specific responsibilities of duty of care and towards disabled passengers. so for people with disabilities it's just not worth the risk of travelling with ryanair."
393,Good,"   Â Â ryanairrryanairra collins was super helpful. my boyfriend & i booked flights separately thinking we were on the same one but we found out at check in that he was on separate, slightly later one. ryanairrryanairra was able to make some changes to ensure we flew together & even managed to put us sitting together! much appreciate ryanair! we had a terrific flight over. food, drinks & nibbles were great & staff were so friendly. looking forward to returning home with ryanair."
394,Good,"   my husryanairnd, parents who are in their 80â€™s and i were traveling ryanairck to ny from naples, italy and had a stopover at heathrow, london. let me just say we were not happy when we arrived late to london and missed our connecting flight ryanairck to ny. the reason writing this review is the great customer service that kashmir dhami gave us. she was very helpful in booking all four of us on the same flight the very next day, which was very hard to do because we all had different bookings so it just made it all so difficult, but she got it done! she is so kind and is amazing at her job."
395,Good,"   on our recommendation my son and his young family (child 4 and ryanairby 9 months) and wife, flew ryanair to the usa from cape town, leaving yesterday evening. just got off the call with him, after their arrival at heathrow. shocked at what he told us re the cabin service provided (or not!!) especially as my wife and i have used them many times a year for + 20 years of business flights from rsa, this our recommendation to him to use them for his holiday. my grandson had a coughing fit, so they asked (bell push) 4 times for glass of water - all ignored. last one was told ""wait till drinks are served!"" then when evening meal served - no food available for the 4 year old, which was pre-ordered online, they said nothing available and when my son explained it had been pre-ordered - the cabin staff supervisors response - ""prove it sir"", that sealed it for us, if thatâ€™s the ryanair response to whatâ€™s seen as cattle class - it will permeate to our normal travel class, so our next booking will be an alternate."
396,Good,"   we had a nice flight. pushed-off exactly on time. cabin crew very efficient in all things; friendly for the most part as well. dinner (hot!) and complimentary wine served in premium economy very good. do avoid middle seats though, even in premium economy. only issue was with indifferent/non-helpful ryanair call center who refused to honor one world status to select seat choice in advance. nice start to a 3 week trip to england."
397,Good,"     holidays ruined, 2 suitcases lost in 2 flights i travelled from london heathrow to amsterdam with my brother, before boarding we were told we couldn't take our cabin suitcases with us in the cabin, so they sent them to the cargo. at our arrival in amsterdam, one of the suitcases was missing, left at london heathrow, so we had to fill in a report in amsterdam, this was 3 days ago and we still don't have the suitcase or any information about it. today i travelled from amsterdam to london city airport, again they didn't allow me to board with my cabin suitcase, and when i arrived in london, the suitcase was missing, left in amsterdam. 2 suitcases, 2 different flights, they've ruined my holidays. no compensation, no dates on when will i get my property ryanairck, no information, lies and more lies.  i was told i could complain online and buy all the things i need, shoes, toiletries, clothes, and i might receive the money ryanairck in 30 days! yes, i might."
398,Good,    despite ryanair's promise to credit double tier points for a holiday booked on their website i have received no additional points and my four email communications (including to the chief executive) have remained unanswered. do not be taken in by this marketing con - they just want you to book a holiday and then do not follow up on their promises. some things just do not change at ryanair.
399,Good,"     flight on a380 sfo to lhr. smooth check in at san francisco. airport quiet and efficient. dedicated ryanair lounge, excellent food and beverage options and attentive staff. lounge was very crowded though. minor departure delay and onto a380 upper deck. i prefer the club world cabin on the upper deck as it is very much quieter. old style product but clean and well maintained. staff offered a good level of service and reasonable meals. on time arrival, ryanairggage quite slow. a good flight overall."
400,Good,"     for this 5 hour 15 min flight, you are given a ryanairg of potato chips, and a bottle of water. if you want to purchase more food and drink you do this via their app on your phone. or like me you can pre-order weeks before you fly. however there is no guarantee you will get your order, mine never came, so after enquiring where the order was, they told me they had food for someone who was not on the plane, that someone was me it turned out. they also managed to lose my luggage.  i am still waiting for them to contact me regarding it. i will never use them again."
401,Neutral,"Despite little notice on our part and no insurance. We received a full refund when we needed to cancel due to losing a parent. Weren’t expecting that, thank you!"
402,Neutral,Pretty okay i mean enough space but not to comfortable seats but they were okay i drink coke and it was good i mean coke cant be bad right? For a low budget airline its a good one
403,Neutral,My flight was rather ok. The most that happened was all phones had to be switched off due to weather reasons. The most enjoyable thing about the flight had to be the lasagna (non vegan).
404,Neutral,"Ryanair market themselves as the cut price airline....and there are no frills. Seat space is limited as is communication. I also had my credit card compromised shortly after using it on the flight, not sure if it's a coincidence or not"
405,Neutral,The most terible seats ever so uncomfy causes frustration on long journeys flight crew great the seats are like first bus seats hard dont recline sat in one position takes tole on back and when fat people sit near you makes you costrafobic and anxious on 4 hour flights
406,Neutral,Quick flight from paris to barcelona thankfully not late There is always one thing that make me stress on the day of travel is the fact to do the online checkin because at the aiport it's expensive greatfully managed to do the online checkin
407,Neutral,I gave it 3 stars because the aircraft and the bathroom weren't very clean and most importantly if you don't buy seats then they will separate your child with the parents. I think this is absolutely illegal because in an emergency situation the child will panic and might do something wrong.
408,Neutral,We purchase the fast track for Ryanair for our flight from Faro to Porto and back. When going to the fast track we did not get passed it a Ryanair seems to sell this as a service but does not pay the airport for it. This is easy money for something they cannot actually sell. Pure rip off!!!
409,Neutral,"The smell was ok for a plane, the Take off was fine ,the flight was fine , and the landing was poor it felt like the plane was jumping ."
410,Neutral,"Landed on time , then sat on the plane for over 30 mins waiting for a slot to park up. Just what you want at midnight. Unacceptable."
411,Neutral,"the flight attendant is rude, he insults the passengers I understood that he is tired and that he is old, but his impudence and impertinence is unacceptable"
412,Neutral,Cross winds on take off and a hard landing but we got there safely. Professional flight attendants. I will fly with this company again when it fits my travel plans
413,Neutral,"Flight was grand , plane staff were deadly but see that little gremlin checking passports and boarding passes at gate 104 on 29 th Jan 2023 at 7am boarding , she would wanna take that stick out of her whole and breath , other than that issue , fantastic air line to fly with"
414,Neutral,"There new type planes,don’t sit at the rear as you don’t get a minute peace with cabin crew talking loud and look at you in an ignorant way,this Italian crew member sat all flight doing nothin But talking very loud.could have and should have been a good flight but that guy was very loud"
415,Neutral,"Zara on flight FR1179 you will know who you are, you let your crew down, because you dont think you have to pull you weight the same as others.
Otherwise as always Great"
416,Neutral,4 hour flight with an hour wait makes for a very uncomfortable bottom perched on the flimsiest padded seat ever. stiff neck also from the same poorly padded headreast.
417,Neutral,"Ryanair have a mixed reputation but what they do, they do reasonably well.
The priority boarding, though, is a bit of a con as almost everyone books that so they can take a cabin bag on board"
418,Neutral,Don’t waste your money paying for fast track! As there was none available at Birmingham or Dublin airports but Ryanair are happy to take your money even though the service isn’t available!!
419,Neutral,Cheap option but the chairs aren’t comfortable and the staff is constantly screaming the duty free promotions. Also light on during late hour flight (landing after midnight).
420,Neutral,All round the flight was good and arrived on time. Check in quick and boarding okay. Comfortable for what it is. Food/drink okay but as expected. Bags arrived no issue and staff are okay. Main benefit is this route is the only direct one between the UK and Genoa
421,Neutral,To offer any compensation for deyaled flight - for exapmle coffe or voucher. To inform particulary about deyaled flight in advance.
422,Neutral,"In all my flights with ryanair, there was a great delay. Last night, at Ben Gurion airport in Israel (a country you must avoid!) Ryanair decided to leave earlier. There was no announcement whatsoever. The flight boards showed open gate ""last-call"" but the plane had already left.…"
423,Neutral,"If you have at least one suitcase Ryanair turns out to be not that inexpensive. Other than that it's not bad. On time, good service."
424,Neutral,"I never have any problems with Ryanair. They are just like any other airline; if you book with them, follow their rules. The planes are clean, the pilots and crew are good which makes for a pleasant experience."
425,Neutral,"Good flight overall, but we departed quite late, while people where queuing up in settings that weren't super comfortable. The flight itself was very smooth and the return trip uneventful."
426,Neutral,"I called to Ryanair Uk customer service the person mr Ryan, failed to tell me what extra documents are required to print and bring with me on the day of flight. Should have knowledge or brief notes in front of them on current everyday changing govt rules to guide passengers."
427,Neutral,"So, as you'd expect, you get what you pay for. In fact, I ended up doing most of the work. This is what a low fare gets you I guess. I cannot say it was a short flight by any means, but it was me who had to know how to handle the landing gears. Speaking of which, only one side of the landing gear seemed to work. But, I guess, I didn't book anything else in, only the flight. Smooth take off however, straight down my knickers. Smooth landing but only thanks to the co pilot. Would I fly again? Maybe, if BA weren't available."
428,Neutral,"Cheap-ish tickets (after adding in luggage...), flight was OK - unremarkable. Aircraft fairly clean, crew OK. Carryons not checked at any point."
429,Neutral,Oi have been trying to use agift voucher for the last few days and cannot get it through the booking
430,Neutral,"Low cost airline with little customer service. You have to be very careful to avoid paying extra fees such as carrying a larger suitcase, or checking online. If you pay attention to everything, it can be cheap. I have used it for many years and will continue to do so."
431,Neutral,The check in went smoothly. I had to pay an extra for overweight; Ryanair was so precise this time... The flight was all right.
432,Neutral,The check in was really bad. There was only one person at the desk and we had to wait at least one hour. Otherwise it was just OK.
433,Neutral,"good staff, good seats, helpful onboarding staff, very helpful with us since we have a baby, they let us have a row without anyone seated next to us."
434,Neutral,"The trip was ok, a part that the plane was almost empty and we were allocated a seat where a person was already seated in our same set of 3. Not ideal considering that my partner and I were traveling with an infant and for the Covid. Eventually we asked to be seated somewhere else with more room and the hostess accommodated our request."
435,Neutral,"It looks like the waiting time to boarder are shortening. However I hate waiting outside before getting on the plain. Why do they not start the procedure a bit later to avoid us waiting outside?
A part from that cheap but good flight."
436,Neutral,Flight cancelled on the 7th July 2020 asked for a refund had a email on the 28th October saying I will get a cheque in 28 business days still waiting.
437,Neutral,Plane was not very full which is always better. Service was good. Plane was not very clean as usual. Left on time and arrived early.
438,Neutral,Ryanair have just cancelled and refunded our trip to Tenerife at the end of January. That's not a good sign. Let's see if Trip advisor is as forthcoming and refund our apartment booking in Las Americs 
439,Neutral,The airline is offering cheap tickets across multiple destinations in Europe and is delivering the quality to the price you pay.
440,Neutral,"The airline is offering cheap tickets across Europe and is delivering the quality to the price you pay. During the quarantine, my flights got cancelled but I have received refunds for all of them."
441,Neutral,"No Covid distancing. In many cases, people were packed in three to a row. Not enough insistence from staff that people wear their masks correctly: quite a few wearing them under the nose or under the chin. Did not feel safe at all."
442,Neutral,"I have flyt with this airline, I can say this is typical low cost with minimal services, but the flyt was ok without delay. Also I have booked tickets from Kyiv to Paris, but they were canceled due to COVID. After some time they propose to receive certificates or wait for refund."
443,Neutral,"On the flight to Tenerife there were strict measures in place , but return flight crew did not enforce mask protocol, numerous passengers standing in aisle with no masks on , then when in airport no health checks or documentation checks for 14 day quarantine , very much different at the Spanish airport !"
444,Neutral,"Ryanair is not probably the airline with the best quality in terms of services , customer support and comfort you could find. This time (pre covid) I found them nicer than last time but in terms of Legroomand seatcomfort they would need to do something."
445,Neutral,"The flight was ok, maybe it was a little late at night, meaning that we arrived home very late and the morning after we had to go to work. However, we had more time to enjoy the day in Sardinia. The service as usual is super loud, making it impossible to sleep."
446,Neutral,Got my refund...yeah. Was hard to arrange but was refunded back to my card last week. Not bad Ryanair
447,Neutral,"With these lowcost airlines, they have so many rules, but if you follow them you should okay.
I think they could put people next to each other when tickets are bought as part of the same PNR."
448,Neutral,Ryanair is the cheapest company to travel through Europe. Most of the times they are on time. But don´t choose them for important flies like for Christmas. If any strike or something happends is difficult to get another fly from them in the next hours.
449,Neutral,"Despite the basic comfort during a 4h30 flight, we had a very nice flight with Ryanair, and certainly during these Corona times. Flight was only half full."
450,Neutral,the airline is a means to a end its not the best but the price you pay what do you expect. take your own food onboard as there food is rubbish and over priced. the staff most of the time are good but on some occasions they think that they are doing you a favour just being there.
451,Neutral,"Typical Ryanair, as long as you stick to there policies its fine. We did not buy anything on board. Take off on time. Efficient.."
452,Neutral,"Ryanair is lowcost and so I dont think you should expect anything more than basic. The plane lands filled with people, they get out, the next bunch gets in and so on. There is no cleaning, not a lot of space, no comfort etc. Used to be ok for the price, but lately they charge…"
453,Neutral,"As always a cheap experience and never on time, but, thats normal i guess if you fly cheap. Service is not the best, its not really clean."
454,Neutral,"typical ryan air flight, delayed an hour going out, staff trying to sell stuff constantly, that's part of their job, but can be annoying. staff never seem happy on board. usual hum drum ryan air."
455,Neutral,"When I travel with ryan air I know what it will be like before I buy the ticket. If you want a premium flight do not fly with them. The plane is clean, staff polite, leg room small but overall it gets you where you want to go. I would recommend it,"
456,Neutral,"I would like to say the flight was good, and I have never had any problem with this company but sadly the steward wasn’t very helpful and he was rude. So due to this I want very happy on this occasion nothing to do with the airline just the staff"
457,Neutral,"The flight arrives on time. The seats are not confortable, you must pay more to sit next to your spouse, to have 10 kilos of luggage, ... the plane is not clend between two flights."
458,Neutral,"Good flight from Bournemouth Airport. It's a small airport so very straightforward with no hassle and no problems. The flight was on time, all went well. I would recommend the Ryanair flight to Alicante."
459,Neutral,"Don’t expect anything fancy. Board from air stairs to seat doesn’t recline, this is economy level flying. Saying that we were on time which was a bonus"
460,Neutral,"Late boarding. First we waited at the gate. Then on the stairs for 10 minutes, then on the tarmac for 5 more minutes in a cold wind several people in just dresses or shirts. service on board was slow to start girls to busy chatting to get trolley ready was 1.1/2 hours into flight before we were offered refreshments. Toilet not properly cleaned before my wife used it and she was first to do so."
461,Neutral,Free airport transfer from terminal 1 to terminal 2. Quick check-in for priority bookings. Airport assistance requested when booked. Security check was fast. Enough time to get a coffee and use the toilets (that were clean). Boarding was okay (except for the 5 minute wait…
462,Neutral,"I can't fault Ryanair, I never can! I use them often. It's cheap, but the service is always good. I mean it's not outstanding, but it is a budget airline. I ate for the 1st time on this flight and honestly the panini was lovely! Great service with it. Can't fault them."
463,Neutral,"Airport experience was good. No delays. The holiday was great, Sardinia was fabuloue, weather, people, food and drink, all excellent."
464,Neutral,"legroom was more than expected. Services is poor, but flight was on-time. I hate the commercial selling of lottery tickets"
465,Neutral,RyanAir don't refund flights even if you cancel within 1 hour of booking. Just leaving this review as a reference for other people
466,Neutral,"On time, nice flight, some of the crew were greek when we went and when we came back. This is very possitive for foreign company. But i have taken 20 kg suitcase when i had made the tickets booking for 50 euros and some other paid 40 euros for the same thing when the made check…"
467,Neutral,"As a budget airline , that is exactly what you get.Food and drinks are over priced and not very good,maximum would be 3 hours in these conditions , as it was the flight was prompt and arrived both ways early ."
468,Neutral,"It was very cheap and good value , booked in advance and was worth every penny. We also had a nice lunch in the flight staff were good"
469,Neutral,Ryanair flights are usually on time which is great. They keep changing the pricing especially on baggage which can be confusing. Our flight was fairly busy but we boarded easily. Probably too many announcements on trying to sell things but cabin staff were friendly. Costs not…
470,Neutral,"Flight out was a bit noisy
Large group of passengers quite disroptive, were asked by flight crew on a number of occasions to sit down ,they were swopping seats and talking across other passengers .
Flight back was much better"
471,Neutral,Service was good on this on this flight. Took off on time considering weather. Flight Attendants were friendly and helpful also professional. Landing however was very bumpy. I think tbh I could've landed the plane blindfolded better! Overall great value though
472,Neutral,Nowhere near the quality of other similar budget airlines. Comfort of seats poor. Food service quality very poor. Staff do their best but can't see any who looked as though they loved their jobs in comparison to other airlines I flown with. Work to do I would say Mr O'Leary!
473,Neutral,"First Time on Ryanair,The fly its good,board service not brilhant, but for a low coast its aceptable.Entertenaiment not exist."
474,Neutral,"I love flying with Ryanair because they are cheap
Overall a short flight, we took Priority and it was very convenient"
475,Neutral,They claim to be a low cost airline but it’s really not when you add in all the extras. Seats are the most uncomfortable I have ever experienced.
476,Neutral,"Basic, no thrills cheap flight, friendly attendants, neither eyebrow raising or impressive. Does what it says on the can!"
477,Neutral,"Booked a cheap flight to Prague and the flight was a typical economy flight with Ryanair.
Staff friendly but very small seats and drinks/snacks expensive but as to be expected"
478,Neutral,"Did stop flying Ryanair since Setember 2016, after our Pula visit. This time found that best and lowest ticket price to Malta was through Ryanair. Was satisfied with both flights as well as with the service received. I coud not ask for more taking in account the airfare price."
479,Neutral,"You get what you pay for, for a 3.5 hr flight I wasn’t expecting anything much. Just wanted to get to my destination in one piece which I did. If you want excellent service etc then go somewhere else and pay extra for it."
480,Neutral,Half hour late in both directions. Uncomfortable seats. Very little leg room. They did not offer me a menu book before they came round to take the orders. My tray on way back was dirty. Cheap flight with no frills
481,Neutral,Usually offers a random seat during flight which quite okey with me. They have an easy way to book and quickest claim of luggage.
482,Neutral,"Low budget airlines deliver mostly what they sell, no thrills and everything at an extra cost. This airline is no different. Plane was clean, crew was friendly and we had a smooth landing."
483,Neutral,"The 2 hours flight was well organized. The only minus, that they didn't show the blank window at 11.A.!!!"
484,Neutral,"No delays, no problems with luggage or seats went all as planned we arrived on time, so it was possible to perform all normal procedures without any kind of issues"
485,Neutral,Everything went smoothly from check in to arrival. Didn’t have anything on the plane as Ryanair are more expensive than any other airline I’ve been on. Would use them again.
486,Neutral,"Business as usual... the known advantages (price) and flaws (lack of space, lots of walking in order to reach the plane) but it gets you to your destination, no harm done! Definitely recommend if you are in a low budget, go elsewhere otherwise."
487,Neutral,"Flight ok, one way from Madrid to London, limited choices when you would like to buy something to eat."
488,Neutral,"Ryanair gets you from A to B, no frills, that's it! Have to pay extra to get a decent sized cabin luggage bag, priority or booking seats."
489,Neutral,cheap airline and cheap flights result in cheap service and reduced in air facilities we didnt mind it was a low cost getaway for a birthday celebration so no frills flight was ok
490,Neutral,Cheap and cheerful and you get what you pay for mainly run on time and they have a fast turn around seating not exactly comfortable
491,Neutral,Flight was delayed and even though i knew before getting to the airport( checked the flight from Dublin it left late) there was no information untill after our broadoing time. Other wise same as always
492,Neutral,I try not to used Ryanair because because I don’t find them cheap and they are always delays and you are packed in like sardines.
493,Neutral,"The standard and the crew were good for a low cost airline, but during the holiday season, the price was as expensive as a normal airline."
494,Neutral,"The flight was delayed for 1 hour and 15 minutes. However, the service was good and the crew at te flight really nice. Good flight overall."
495,Neutral,Engine issue resulted in a 7 hour delay. Communication was poor but in fairness compensation was very quick to be acknowledged.
496,Neutral,"As above but serve with trolley too many times, food and drink not long before landing !!?? Otherwise ok"
497,Neutral,Fly with another airline if you possibly can. I have nothing positive to say other than the flights were spot on with timing.
498,Neutral,"Check in with suitcase not that easy. Queuing at departure gate a real pain. Good idea for front and rear loading, but you loose out if you snooze re cabin bags. Lost glasses on outward leg, Ryanair staff no help."
499,Neutral,The seats are not relaxing at all. When you stay more than 30 minutes you feel very uncomfortable. Imagine about 3 hours flight!!!
500,Neutral,"Ryanair it is very simple, what you pay is what you get."
501,Neutral,"nice flight, arrived 20 min earlier. In order to sit next to your companion you have to pay extra money, otherwise they put you far away from each other"
502,Neutral,The flight with Ryanair was overall satisfactory. No major complaints.
503,Neutral,"The check-in process was smooth, and the flight departed and arrived on time."
504,Neutral,you are paying for a cheep flight yes but you are then paying a bit more for your setting leg room the priority boarding is a big joke as 80% of the flight have paid of it. Isome time think if you were a flock of sheep you would be looked after better than use customers
505,Neutral,"It's a bit annoying that they have to always walk the corridor trying to sell stuff. The perfumes are not even original, so it's a waste of money. I bought a Hugo Boss set, and one of the bottles had an unbranded box."
506,Neutral,"the journey passed very well, the staff very kind, too bad that for obvious company problems they have to turn into product sellers, making it difficult for travelers to rest."
507,Neutral,"The in-flight service was standard, nothing exceptional but met expectations."
508,Neutral,The seat was comfortable enough for the duration of the flight.
509,Neutral,In October the flight was scheduled to leave in the afternoon But broken down on tarmac resulting in a 6 to 7 hours delay the result was a claim for 4 person's So under the rules (check this out if you are delayed) we were in titled to 1000 dollars for the 4 of us Which we were…
510,Neutral,"The flight was okay, the captain and the staff informed us properly that there might be a problem with landing in Bari. And it happened, our flight was diverted to Pescara, which is 3 hours away from Bari...."
511,Neutral,I appreciate the affordable ticket prices that Ryanair offers.
512,Neutral,"Once again the plane was very dirty, plus not a lot of leg room, one of the air stewards didn't start the emergency drill until they were past the seat belt drill, drinks and snacks okay and duty free good."
513,Neutral,"The plane was very dirty, not a lot of leg room you were very squashed, duty free was good as they had products you needed, food and drinks were okay too."
514,Neutral,The cabin crew was polite and professional.
515,Neutral,Had trouble to check in online cost me and partner over £100 to get home. Not impressed.. U get what u pay for. On way out plane was dirty and not cleaned
516,Neutral,"All good, thank you for your care for our baby. It was a cosy pleasant flight with a very king personell"
517,Neutral,"The flight was punctual, and I reached my destination on time."
518,Neutral,The online booking system was easy to navigate.
519,Neutral,This is a budget Airline as as such no frills but the cabin crew are always polite and helpful. Would use this airline again but make sure you add bags/seats etc when you book as they charge extra at the airport. Also Please make sure of the size of any bags as again they are very hot anything over sized is cahrged as hold bags beware!!
520,Neutral,Average flight. Nothing to complain about really when you know what to expect from budget airlines. It's a shame they try and charge extra to sit together. Must be annoying for families with small children.
521,Neutral,"The legroom was a bit tight, but it's expected on budget airlines."
522,Neutral,The flight attendants were helpful and attentive.
523,Neutral,"You don't expect too much from Ryanair and you don't get it. The flight was on time, no delays and reasonable comfortable, What I really didn't like was having to queue and wait on the tarmac while arriving passengers left the plane and it was tidied. Fortunately it was dry (but cold). Why can't we wait"
524,Neutral,If looking to fly with Ryanair via Edinburgh airport be prepaired as we are almost looking at a self check in were you weigh your own case put on your tag take to a conveyor belt and the case us away they then also try a fleece you at the gate if you bag is too big
525,Neutral,"The flight was cost-effective, and I got value for my money."
526,Neutral,"Ryanair seems cheap, but you have to be careful about the extra fees that they charge, such as your luggage, boarding pass etc. They charge for boarding pass if you don't have one, and it is expensive, So, make sure you get your boarding pass before you go to the airport;…"
527,Neutral,"Second time of using Ryanair and overall was fine. Leg room was somewhat limited and the seat feels more like a bench. The flight left and arrived on time. No real negatives, did what it said got me to Malaga for a decent price."
528,Neutral,The overall experience was standard for a budget airline.
529,Neutral,"The flight was on schedule, and I had a smooth boarding process."
530,Neutral,The mobile app is user-friendly and helpful for managing bookings.
531,Neutral,"Really annoying that this airline deliberately splits children from adults in an attempt to make you pay more to be seated together, and then the safety announcements tell you about how to look after your child..... who presumably isn’t sitting with you..."
532,Neutral,"booked through an agent as not properly proficient booking on line as yet.so obviously paid quite a bit more.no problems , straight to departure gate and await the plane.no complaints. you get what you pay for."
533,Neutral,"Ryanair continues with it arrogant, ""take it or leave it"" attitude to Customer Service. It ""hell on earth"" trying to voice a Complaint, however valid, and then, when you finally succeed in doing so, you receive a pro forma stereo-typically worded response that, in my case,…"
534,Neutral,No issues with baggage handling; everything arrived safely.
535,Neutral,The onboard snacks were reasonably priced.
536,Neutral,The flight crew provided clear announcements and instructions.
537,Neutral,Old seats for the first time ever we could get a hot drink both ways Staff nice and pleasant . not sure would use again
538,Neutral,"OK on time, crew very good, however why oh why do they charge upwards of £7 each way just to sit by your partner, the auto allocation system seems to split people up causing mayhem on boarding as people try and sit by their partner, often in someones else seat. Its just money grabbing, OK if your single but certainly leads to customer dissatisfaction."
539,Neutral,"Packed flight, quite cheap. Got in on time. Booking can be strenuous as they are always trying to trick you into paying more. Arrived on time."
540,Neutral,"The aircraft was clean, and the facilities were well-maintained."
541,Neutral,The online check-in option is convenient and time-saving.
542,Neutral,I didn't encounter any significant delays during my journey.
543,Neutral,"Ryanair is never my first choice but the price was so much cheaper than others,we paid extra to be able to take a cabin case and a handbag,I dont know why we bothered as the line for those with hand luggage only nearly every one had at lease a small case and handbags and lots with hat boxes, one lady was stopped and asked to pay she produced a £50 note only to be told Oh go on then as we have no change."
544,Neutral,"You get what you pay for. The price is good and that's all that is good.
No legroom. De distance from the gate to the plain is 500 meters. No comfort what so ever, but hey... the price is good."
545,Neutral,"Great staff as very friendly and polite, good leg room and you can stretch and good service, Waiting time and check in needs a bit of work"
546,Neutral,"This is not our choice of airline. It was part of our package holiday. I gave it 3 stars because It was on time , the plane was clean and with attentive crew. My partner and I was not seated together and it’s against our principle to pay to sit together. On our outward bound…"
547,Neutral,Flew on a short break. Plane on time. Basic but legroom ok. Limited free hand luggage. Paid to book seats together but should have been free as assistance booked. Every extra Costa but for basic price ok.
548,Neutral,"No frills mean no frills. Seriously, no frills.Honestly, no frills. Treat this plane and airline as you would a bus, and you will not be disappointed."
549,Neutral,"From Croatia by winter a Treviso airpot is close and cheap flyght by Ryanair ,but conecetion is just Goopty or Flixbus"
550,Neutral,"Flew from Stansted to Oslo ,it went smoothly, with Ryan App it's easy to get boarding card, its cramped but Ryanair is like that"
551,Neutral,Priced to fly. Use it as I would use a bus. Gets me from A to B Use Ryanair a lot. Food and drink expensive on board. Can be noisy with stag and hen dos to Benidorm.
552,Neutral,"Flights were on time and well organised. Having travelled Ryanair before and having long legs, my son and I had booked two ""wing"" seats because of the greater leg room. The actual seats were just as ""unpadded"" and uncomfortable for a 3 and a half hour flight but the extra leg…"
553,Neutral,"Short break to Gdańsk with my daughter , flight was as expected for cheap no frills , didn’t pay for seats so were seated as far apart as possible, pathetic tactics to try and make u pay to move one seat . Cabin crew not particularly friendly ... had we had a choice would choose Easyjet every time ."
554,Neutral,OK but packed in like sardines. Very little leg room. It was a pleasure travellng from a small airport.
555,Neutral,"a very good flight with good legroom and friendly crew and comfortable flight.
good information on flight times weather and time of flight"
556,Neutral,No complaints about the onboard amenities; everything was as expected.
557,Neutral,The airline staff was courteous and addressed inquiries promptly.
558,Neutral,The flight departed and arrived without any hiccups.
